428, 51883, 138
428, 51883, 480
2066, 53349, 81
667, 52163, 509
667, 52163, 131
2321, 53711, 425
405, 51816, 340
2066, 53349, 120
667, 52163, 136
702, 52178, 553
667, 52163, 140
702, 52178, 556
702, 52178, 595
428, 51883, 46
2321, 53711, 164
2321, 53711, 500
703, 52209, 382
702, 52178, 623
2321, 53711, 178
428, 51883, 560
2321, 53711, 89
668, 52162, 352
668, 52162, 354
668, 52162, 302
428, 51883, 631
405, 51816, 519
1155, 52559, 357
1155, 52581, 345
428, 51883, 621
1507, 53763, 448
405, 51816, 502
2321, 53711, 570
2321, 53711, 560
668, 52162, 292
703, 52209, 174
668, 52162, 391
2321, 53711, 609
668, 52162, 362
2321, 53711, 22
2321, 53711, 36
405, 51816, 601
668, 52162, 210
668, 52162, 205
2321, 53711, 626
2634, 54110, 307
406, 51817, 352
406, 51869, 354
406, 51876, 354
406, 51900, 346
406, 52238, 360
703, 52209, 589
405, 51816, 31
668, 52162, 489
406, 51817, 291
406, 51869, 298
406, 51876, 293
406, 51900, 284
406, 52238, 300
1155, 52559, 134
1155, 52581, 136
405, 51816, 26
668, 52162, 515
2636, 54082, 412
1073, 52649, 632
406, 51817, 230
406, 51869, 235
406, 51876, 235
406, 51900, 233
406, 52238, 229
704, 52205, 275
2637, 54504, 400
406, 51817, 286
406, 51869, 285
406, 51876, 287
406, 51900, 281
406, 52238, 291
1155, 52559, 94
406, 51817, 390
406, 51869, 385
406, 51876, 384
406, 51900, 385
406, 52238, 398
703, 52209, 611
703, 52209, 15
1155, 52559, 96
1155, 52581, 96
2636, 54082, 280
1155, 52559, 42
1155, 52581, 50
2634, 54110, 207
668, 52162, 74
406, 51817, 252
406, 51869, 251
406, 51876, 251
406, 51900, 251
406, 52238, 259
2635, 54114, 188
406, 51817, 163
406, 51869, 179
406, 51876, 180
406, 51900, 179
406, 52238, 176
2636, 54082, 238
1072, 52643, 215
406, 51817, 258
406, 51869, 259
406, 51876, 258
406, 51900, 259
406, 52238, 251
2635, 54114, 499
454, 51908, 298
2635, 54114, 140
406, 51817, 488
406, 51869, 494
406, 51876, 499
406, 51900, 494
406, 52238, 493
406, 51817, 486
406, 51869, 481
406, 51876, 481
406, 51900, 490
406, 52238, 485
2637, 54504, 466
668, 52162, 27
406, 51817, 501
406, 51869, 505
406, 51876, 505
406, 51900, 503
406, 52238, 509
2636, 54082, 530
2067, 53738, 334
2637, 54504, 131
704, 52205, 95
406, 51817, 519
